hip,ra,dec,hp_mag
1728,5.442644715400015,-20.057992427502004,5.439
1921,6.065184312876223,52.019924748442236,5.5506
1960,6.19786931757398,61.83106330034203,5.3941
1982,6.276607383668369,53.04678512905644,5.711
2006,6.3509033881912,1.9397236516442682,5.9256
2021,6.413341870715616,-77.25503494307908,2.9305
2072,6.550484028693254,-43.67990950870036,3.9946
2081,6.570281599816592,-42.30512119454232,2.5512
2210,6.982136164895718,-33.00704465027047,4.9006
2219,7.011852162573942,17.8930750598005,5.0291
2225,7.056604623985305,44.39448921827372,5.1998
2240,7.110072959483245,-39.9149017701941,5.5259
2353,7.509803886586429,-3.957296797786347,5.8315
2355,7.53056606080576,29.751695395390474,5.277
2377,7.582974000393937,59.97756392404755,5.9511
2381,7.594463500141384,-23.787714439874,5.2165
2383,7.608227997569333,-48.21469831772085,5.7538
2472,7.8535668237597,-48.80356173637129,4.7736
2484,7.8856698266377965,-62.958085504176836,4.3328
2487,7.888983316051552,-62.965450017196545,4.5529
2497,7.921712389912388,52.839558441262874,5.7599
2505,7.9429914064403935,54.522325115026014,4.7078
2548,8.098978954170375,6.955454643373754,5.698
2568,8.14750357489923,20.29443333945513,5.5464
2578,8.182476036359013,-63.03137879245114,5.092
2599,8.249943822087948,62.93178763519449,4.2103
2661,8.421087931234508,-29.558206780211354,5.7087
2711,8.615062781316892,-52.37318304013447,5.6755
2762,8.81100423454655,-3.5927579182179277,5.3209
2802,8.921395222252649,-48.000660559760206,5.6144
2854,9.03453122210733,54.16845376995215,5.0536
2876,9.113924992561621,60.32621718205298,5.8676
2900,9.193629397814123,44.4885096673165,5.2561
2903,9.197132095080562,15.231759657739566,5.8347
2912,9.220162133655847,33.719352530619936,4.3098
2920,9.242779086849575,53.8969315517469,3.6112
2941,9.332449485613113,-24.767226361791614,5.7134
2942,9.338442011085341,35.39951041867986,5.5949
3031,9.639580503664567,29.312368942158898,4.4994
3083,9.791195781812016,49.35459519260946,5.564
3092,9.831655861146222,30.861225971232958,3.4328
3138,9.981474802014377,21.438564429745526,5.5468
3179,10.126613502755538,56.53740925229195,2.4107
3231,10.279980828544717,39.45867138896939,5.4579
3245,10.331566705477176,-46.08500948350651,4.7591
3277,10.442924616758336,-56.501454729712165,5.7683
3299,10.514315948713396,66.14761300085922,5.9967
3300,10.516184129170622,50.51254140687859,4.7665
3330,10.61790459239963,-65.46813007312802,5.494
3405,10.83851629048469,-57.46309771374062,4.37
3414,10.867044758647992,47.02463659290496,5.0087
3419,10.896784465319778,-17.986684067850593,2.2061
3455,11.047522682592755,-10.609273808275208,4.9349
3478,11.109276194073091,47.86396289098088,5.6246
3504,11.181258955982594,48.28438233284925,4.4631
3505,11.185155321090914,-22.00633244192299,5.3047
3544,11.32168134890356,55.22140860234269,5.4258
3572,11.41296319719548,74.98812637813121,5.677
3583,11.43930826071141,-47.55217594340168,5.9251
3607,11.548455253911877,-22.52206723463987,5.6612
3632,11.637400070382817,15.475612248598095,5.38
3675,11.755943634448785,11.973934755359213,5.6735
3693,11.834959189732935,24.267376760919383,4.2487
3717,11.930007421927774,-18.061422407250422,5.8552
3721,11.941748066265559,74.8475875028905,5.4062
3741,12.00437914855281,-21.722474740326632,5.5593
3765,12.093887961758965,5.283388798682645,5.8775
3781,12.146326984307528,-74.92335367127902,5.2343
3786,12.170397634559906,7.585201780622544,4.5555
3801,12.208305524961903,50.968191513637116,4.8742
3810,12.244624173679655,16.94113366071977,5.1781
3821,12.271253074757716,57.81654752803504,3.5835
3849,12.35647368274904,-13.561017208045339,5.7503
3881,12.453457268973004,41.078954706153596,4.4853
3885,12.471287159788416,27.710311532758936,5.6451
3909,12.532184643674936,-10.643770319424153,5.281
3949,12.671366938203274,-50.986924007785504,5.3218
3951,12.681552110989262,64.24758081139656,5.4654
4104,13.169170392197538,-24.00592581722003,5.6191
4147,13.252043517617698,-1.1442207409966039,4.8864
4151,13.267830441470899,61.12355713863129,4.9069
4200,13.407411537542961,-62.87135327882336,5.6532
4267,13.64674989706606,19.188435798994337,5.7989
4283,13.719845738354586,83.7074614792938,5.6279
4288,13.74174940493,23.628445889437245,5.6173
4292,13.750804750780613,58.97279666996289,4.9892
4293,13.751247515375956,-69.52697872412342,5.6126
4346,13.926684115461654,-7.347039818044407,5.9961
4371,14.006275682405983,-11.26650674509172,5.4752
4422,14.166710413950211,59.18116589862529,4.7838
4427,14.177087819806042,60.71674955250466,2.1379
4436,14.187907136550102,38.499255211141275,3.9034
4440,14.195586805005028,60.36284787504512,5.5488
4463,14.30178256708729,23.417759934578115,4.5603
4510,14.458951605357035,28.992235580868154,5.6103
4572,14.629161432334117,66.35182536915175,5.9731
4577,14.65144095922314,-29.357464215678238,4.2628
4587,14.682865219108388,-11.379939021422262,5.7802
4675,15.014779761500922,44.71330474798777,5.6834
4770,15.325939320294454,-38.916648828516095,5.7493
4852,15.609907058435365,-31.552042158850448,5.5405
4889,15.704527543258672,31.804336623918765,5.4945
4890,15.704965535115578,-46.397337990793666,5.5481
4906,15.73606599363249,7.890072669248277,4.4267
4914,15.760852944261185,-4.836350339258179,5.5696
5021,16.08145365003668,61.58024411565251,5.9575
5081,16.2722977212166,14.946003477677777,5.735
5131,16.420530760744455,21.473216264023154,5.3425
5132,16.423657632074757,21.465472951416345,5.5192
5164,16.52137503399484,-9.839368680939174,5.5908
5165,16.521284478015318,-46.71849568603054,3.4646
5268,16.827385908097654,-61.775261748922034,5.5032
5296,16.9421678724583,-9.785591807668556,5.8131
5300,16.949275837895662,-41.48693711932083,5.2617
5310,16.987957387478847,20.739320840832157,5.6084
5317,17.002994389792313,43.942241036964624,5.0821
5336,17.05383814314063,54.92422782146291,5.2898
5346,17.093098861381446,5.650221176738771,5.5927
5348,17.096083925657453,-55.24583250399408,3.9219
5361,17.139365512735466,58.26347950325328,5.7762
5364,17.146932073592055,-10.18192792545812,3.6235
5372,17.18399737799011,86.25711804691,4.4059
5434,17.375508904894314,47.241824495741554,4.235
5447,17.432490227980693,35.62083036135464,2.1741
5454,17.455019833758552,19.658385293660036,5.7069
5493,17.578530065282877,42.08157674895752,5.7972
5494,17.581039001631133,25.458039713268015,5.9332
5518,17.663606110292914,68.778687570172,5.3204
5542,17.77471147323714,55.149947592990166,4.3873
5544,17.77822205440284,31.42476550331616,5.225
5550,17.79287106688618,37.72413835656833,5.7691
5566,17.85631894061743,64.20272387686084,5.5482
5571,17.86330915749832,21.03467562813717,4.8317
5586,17.914944411933565,30.089729442161794,4.6751
5589,17.922370122575373,65.01888507874999,5.5562
5626,18.06878973922249,79.67397512595622,5.6135
5737,18.43250841824802,7.57548937823163,5.2849
5742,18.437229687882724,24.583764387706143,4.834
5778,18.531867779699073,16.133542211490695,5.9444
5799,18.599862560548814,-7.923500281793782,5.2444
5833,18.704918543418803,-0.9742941442463858,5.7987
5862,18.794031798022356,-45.53209714395951,5.0854
5896,18.939563381653215,-68.8762370725398,4.9639
5926,19.049591182872135,71.74384579122773,5.9673
5951,19.151444543661725,-2.500212676212097,5.5765
6061,19.44993346740188,3.614520528313758,5.1732
6193,19.866574201045164,27.264086896857098,4.7736
6242,20.020490317269676,58.231616180080046,5.1132
6315,20.280641529129085,28.73839001591601,5.3776
6411,20.584971052852513,45.52875641040259,5.0399
6502,20.879033539580185,-30.945506023166956,5.9239
6514,20.91898227700055,37.714990300416886,5.6691
6537,21.006046731931537,-8.18275392088965,3.7757
6592,21.169888562734087,-41.49245870786292,5.5784
6670,21.405038675259295,-14.598754430366231,5.0612
6686,21.45251246274399,60.235403669462805,2.7146
6692,21.482933954814516,68.12994732319213,4.8899
6706,21.563661221511616,19.172320914099203,5.4375
6732,21.67352946544375,19.24056464511093,5.6657
6748,21.71481849438637,-13.056533639117644,5.5926
6813,21.912854824554476,45.40695275658938,4.9223
6867,22.091423945334338,-43.317729072385724,3.5329
6960,22.40041770074396,-21.62934674753429,5.1255
6999,22.52542517984895,47.0073770070901,5.4338
7007,22.54559633091387,6.1439332651687195,4.9799
7078,22.806327559408444,70.26478888144965,5.93
7083,22.812423039666875,-49.073077049577954,4.0987
7097,22.870807673903403,15.345831011194795,3.7914
7118,22.93021489456479,-30.28292502380618,5.9572
7213,23.233550840716525,-36.86518188271851,5.6515
7251,23.357116133484965,58.32734509186508,5.8247
7276,23.42805468554242,-7.025142812446162,5.886
7294,23.483025333567927,59.23209666134437,4.8477
7321,23.569155133906875,37.23719743752462,5.8861
7345,23.657172411921593,-15.676352893722594,5.6475
7359,23.70436420103868,18.460672307636703,5.9918
7450,23.995655147671854,-15.400215775497314,5.5783
7463,24.03512085875261,-29.907434101820456,5.7687
7513,24.199904030564674,41.40638472507238,4.2118
7535,24.27483894032485,12.141510746918284,5.6279
7568,24.365750136489527,-84.76964997345996,5.8263
7588,24.42813207953872,-57.23665984847916,0.4233
7607,24.497926320287743,48.628486346068385,3.7515
7617,24.531515077213125,57.97764481078483,5.7152
7650,24.62892061247574,73.0400718571204,5.4463
7679,24.71544935759786,-21.275474600319505,5.6627
7719,24.837579333793713,44.38612810246516,5.1627
7751,24.946848682131332,-56.19644224602652,5.9046
7818,25.145017377009268,40.5771061472074,4.9376
7825,25.164835396996313,43.29776345274107,5.6994
7884,25.35794832947875,5.487604673476886,4.5914
7916,25.43665915142998,-11.323667999844083,5.8455
7918,25.44381587557571,42.61380689919339,5.0839
7921,25.449800414016273,-60.78924089467144,5.8647
7941,25.51256353442741,-36.832264185421934,5.7106
7943,25.514395532599874,35.24576693463902,5.6163
7955,25.53602204230105,-32.326857311037216,5.4202
7965,25.58518453694322,68.04304644771166,5.5571
7978,25.621462689004012,-53.74057472698838,5.6378
7981,25.624790657061254,20.27015047709459,5.3905
7999,25.681320609726207,-3.6901167975272804,5.1677
8016,25.732204218018754,70.62255892929964,5.1822
8046,25.832239572265234,60.55137087700823,5.7809
8068,25.915063663957287,50.68876539421424,3.9801
8102,26.02136458671327,-15.939555724635493,3.6295
8198,26.34828634623114,9.157641414499096,4.4267
8209,26.41106045024321,-25.052433894657522,5.3833
8230,26.496940664437023,-5.733227136694154,5.4934
8240,26.524691817948405,-50.81621314640532,5.5513
8241,26.52557874515611,-53.52218046151415,5.0555
8362,26.93360061219711,63.85310132896465,5.7673
8387,27.045427764453326,16.955630782091625,5.853
8433,27.173661677764677,32.689487083773095,5.9059
8497,27.39662951008361,-10.686180517909865,4.7411
8544,27.53575105962651,22.275356151611852,5.9716
8593,27.72699465427697,-50.20612721059504,5.9906
8645,27.865044302917585,-10.334945265707725,3.9067
8704,27.997113819163076,55.14740474327002,5.469
8714,28.038975318886703,50.792863534890216,5.6854
8778,28.217031946107557,-16.929123766325322,5.8565
8796,28.27041599378425,29.57939713725014,3.521
8814,28.32229932748563,40.729799840787265,5.5725
8832,28.382357663114984,19.29409257394914,3.8584
8833,28.388901843811517,3.187478444908385,4.7687
8837,28.41174873069801,-46.302446405260014,4.4099
8882,28.5919179335236,-42.49688106427324,5.106
8886,28.59868111587817,63.67014682359832,3.3107
8903,28.65978904716284,20.808299831393644,2.7044
8928,28.733394929751015,-67.64748113577346,4.8442
8993,28.962633194991128,23.577342907064104,5.9283
9007,28.986802210637773,-51.609586911508806,3.8511
9009,29.000015981033044,68.68526518593494,4.9527
9021,29.038457787886006,37.251803988105756,5.8529
9061,29.167327644242903,-22.52671160760889,5.0531
9095,29.2916362007815,-47.3852990806738,4.9864
9110,29.337639434789214,17.817589182365367,5.2589
9132,29.432230698764965,27.804523916933505,5.9114
9153,29.482397410805085,23.59609596466776,4.8582
9222,29.6395820736339,49.20425209849116,5.8612
9236,29.69113173390413,-61.56992473323259,2.9305
9312,29.9082895507269,64.62163886906906,5.2961
9313,29.91189295678499,-42.03028936011802,5.7343
9326,29.942451299824885,-20.82457560856723,5.5194
9347,30.00093672879673,-21.07777205817411,4.1012
9372,30.111549594408988,-8.523826036262603,5.3545
9440,30.31165161504546,-30.001565515599417,5.5008
9459,30.42667645048588,-44.713390594254214,5.2658
9480,30.48979024971553,70.90704624275791,4.5498
9487,30.511669852063545,2.763761281424779,3.8281
9505,30.57530927131529,54.48754926976321,4.9807
9570,30.74152888842679,33.28415124746258,5.5314
9573,30.750785989905804,64.39002286335663,5.6907
9589,30.79835727761849,0.12845404942581481,5.4819
9598,30.859126396040594,72.42123961743503,3.9602
9621,30.913593477189536,25.935448619953036,5.7591
9622,30.918685278630353,-4.10336419435848,5.7274
9640,30.974662069192,42.32984824816311,2.2409
9677,31.12262521695046,-29.296839431054316,4.6405
9727,31.279389598047814,77.28145621571133,5.3539
9763,31.381574294600746,76.11511013649798,5.3823
9836,31.641302451612965,22.64840424511972,5.0756
9884,31.79285750616657,23.462777474913395,2.1726
9977,32.121441410518536,37.8591834088017,4.8326
9990,32.16908635195579,58.42360505531211,5.8124
10035,32.28888096936743,-43.516470914134864,5.9989
10053,32.35535916531093,25.939973599976707,5.0654
10064,32.38550382709316,34.9873921039389,3.0625
10155,32.656425161540334,19.500403698104396,5.7378
10212,32.83817699984679,8.570082689503101,5.757
10280,33.09301657208897,30.303214559410726,5.0791
10305,33.19717942261833,-2.3934596553782916,5.7721
10306,33.199932874435234,21.210982826133414,5.3294
10320,33.226916877565984,-30.723842534998212,5.2714
10324,33.25004581438628,8.846752549615873,4.5172
10328,33.263521552544645,15.27991058393528,5.8196
10340,33.305586996595444,44.23168919663006,4.9716
10366,33.40008119006155,51.06623275703258,5.4642
10418,33.56042758297293,-67.84155184169497,5.6677
10513,33.868993138374364,-67.74633498229144,5.828
10535,33.92847661971828,25.043255248289395,5.6885
10540,33.9413991785846,25.78309886720801,5.888
10559,33.98456266760188,33.35897588576552,5.258
10602,34.127084618526474,-51.51211138945152,3.5211
10642,34.24578976242025,-6.421856258463956,5.6658
10644,34.260073101779575,34.22482957398692,4.9831
10670,34.328481999334905,33.847320843615776,4.0211
10718,34.499254344816094,57.89980819064867,5.9172
10723,34.50510965262597,1.7568996603340963,5.7237
10732,34.53144402474944,19.901161067638398,5.5924
10793,34.737453354845265,28.642674052977153,5.3089
10819,34.820198613274286,47.37998810568762,5.3248
10826,34.83661105234116,-2.977060760348089,4.9898
10871,34.97602801892323,-55.944841678684725,5.926
10944,35.24238697639146,50.1515416073966,5.5474
11001,35.43759554211663,-68.65942374659136,4.098
11021,35.48597958192087,0.39569191269261084,5.3733
11029,35.50600210773373,-10.777334361700776,5.5187
11046,35.5516950277996,-0.8847402220730194,5.5043
11060,35.58930921430623,55.845656318786475,5.2722
11072,35.63508769415965,-23.81631543303501,5.3187
11090,35.709841847194625,41.39653473832612,5.8827
11102,35.72772632369918,-51.09228913576344,5.9685
11220,36.10372472013362,50.006633006505965,5.3524
11249,36.20435261587267,10.610598051249626,5.4559
11258,36.224977383353576,-60.3116290406058,5.4522
11313,36.405837510254734,50.2786657988616,4.851
11345,36.48755140454547,-12.290452071142902,4.8772
11348,36.50156713823701,-15.341114611701352,5.9217
11407,36.74627094957346,-47.70382674493242,4.2002
11432,36.86578361445411,31.80134870631294,5.713
11477,37.007041861124925,-33.81105276415302,5.1641
11484,37.03965837169732,8.460088675605359,4.2725
11486,37.04162629264753,29.669538272408577,5.3697
11569,37.26661747958334,67.40238406339516,4.5135
11670,37.63464228021396,25.23521401458932,5.9694
11738,37.87534296148654,2.267206411328088,5.4248
11757,37.917169476407196,-79.10924935924274,5.4354
11767,37.946142995267444,89.26413777914848,2.1077
11783,38.02198890219231,-15.24431881812432,4.8432
11784,38.02556615272705,36.147231445247655,5.2802
11791,38.0393184117765,-1.0348174752335313,5.5288
11918,38.461301753405834,-28.232340175182085,4.9548
12002,38.67745730661674,-7.859288592296261,5.8935
12072,38.91142603173458,37.312290592498236,5.869
12086,38.94499589824146,34.68768420676003,5.5064
12093,38.968703866209516,5.593301429426633,5.0189
12107,39.000283941967155,-7.831452950428409,5.6141
12114,39.01596871317506,6.883364417500196,5.9524
12122,39.038651779968774,-30.04496361937465,5.9055
12148,39.14626517714606,7.730077700000546,5.9767
12153,39.15728636983966,12.447846258907822,5.7528
12186,39.24425349070041,-34.57734540977949,5.9086
12225,39.35110364506922,-52.54308835723218,5.3735
12239,39.40002831066022,65.74535769046561,5.9255
12247,39.424073223648435,-3.396067952924711,5.8154
12273,39.50870085469927,72.81821443992672,5.3275
12288,39.57748191699042,-30.193882976397404,5.9386
12332,39.70416227815859,21.961444636421263,5.5071
12387,39.87061789085632,0.3285167422392247,4.0081
12390,39.89055077742214,-11.871582233738508,4.9262
12394,39.89676532976956,-68.26694753087602,4.0933
12413,39.94966510778823,-42.89163302824378,4.7613
12444,40.05209858834539,-9.452683704893065,5.904
12484,40.16491588042653,-54.54992417689068,5.3052
12486,40.16638217682709,-39.85530923779303,4.2751
12489,40.170971528659045,27.061008876136942,5.3318
12530,40.3077953799336,-0.6953480087572285,5.8383
12623,40.56220344047153,40.19438711626425,5.024
12640,40.591344222900915,20.011577242569174,5.7472
12653,40.63816024337764,-50.80082679453542,5.518
12692,40.76167828431672,55.10607126426165,5.7279
12706,40.8255185653827,3.2361715324177416,3.5001
12719,40.86296037753667,27.7071705609373,4.6112
12768,41.02149192090239,44.297054995014314,5.59
12770,41.03064358095837,-13.858676013343175,4.2067
12777,41.04870044327474,49.22866626558962,4.2097
12803,41.137379997475264,15.31189961404877,5.7767
12821,41.20695916705673,67.8247091743493,5.9966
12828,41.234889461552335,10.114220431376436,4.3439
12832,41.23961448979018,12.445966751074986,5.242
12843,41.27492268159959,-18.572650101956416,4.5718
12871,41.364385818610316,-63.704531516303966,5.9002
12876,41.38555256978795,-67.61672397637865,4.8551
13055,41.94847928340221,81.44866580191933,5.9888
13061,41.97683953688644,29.24742358020471,4.6868
13108,42.13359605700285,18.283869988161797,5.9902
13121,42.191122222845344,25.18807341925123,5.892
13141,42.25569582686374,-62.80659224312144,5.2973
13147,42.27233094024812,-32.40628374008583,4.6193
13165,42.323156874609005,17.46434449269119,5.2433
13202,42.47562953253067,-27.942035707173517,5.4
13209,42.49578916141433,27.260790435749016,3.5831
13244,42.61890276290497,-75.06688104854251,4.9107
13254,42.64547596675577,38.318908431506244,4.3081
13265,42.6683496623375,-35.675716675722285,5.6391
13268,42.67413627250773,55.89552945871152,3.896
13288,42.759774709971154,-21.00397917362076,4.9284
13327,42.873199509202465,15.082126985450607,5.4946
13328,42.87846185726058,35.059894022906576,4.6674
13490,43.42740852099479,38.33767875805785,5.4318
13531,43.564426215350586,52.76248949862853,4.0759
13654,43.952094919823885,18.33167611408598,5.4449
13665,43.9864296792577,61.521062892463824,5.6858
13701,44.10668253112514,-8.897609916441402,4.0583
13702,44.10825992404218,18.023650846426197,5.6882
13717,44.156021485309054,-3.712214479071282,5.2017
13775,44.32200184670447,31.934294355241278,5.1062
13782,44.348755205674784,-23.862076764261616,5.5093
13834,44.52114716533294,20.66881046586458,5.8888
13835,44.52369953761164,-23.606138385019094,5.9692
13847,44.565482123858146,-40.30473465085117,2.9378
13874,44.6753899649035,-2.7827236806180453,5.2375
13879,44.69021007404362,39.662827286541635,4.7156
13884,44.69902523598651,-64.07129732239389,5.021
13905,44.765457245802146,35.18311441227108,5.1039
13914,44.80305816833582,21.340445080743432,4.6513
13942,44.900272794061095,-25.27433866108337,5.7905
13951,44.92151024250107,-2.464900977900975,5.5407
13954,44.92873467879903,8.907401318253108,4.6767
13965,44.957427832221384,47.220638756742595,5.6282
14043,45.21743380500931,52.351797384701634,5.2569
14060,45.2915275955375,-7.662836393028867,5.9196
14109,45.475626234595346,26.4623417370822,5.959
14131,45.564155771256374,-71.90249558735277,5.4682
14135,45.56991317203821,4.089925555217356,2.6196
14143,45.59378375688769,4.352870457719621,5.5921
14146,45.59830476631384,-23.62433608036151,4.1328
14168,45.67608140349842,-7.685463619355863,5.4804
14187,45.73267345332921,-46.97504242040079,5.9706
14240,45.903765589474176,-59.73761999397163,5.2076
14293,46.068655463216416,-7.600899552242823,5.3168
14328,46.199126003224734,53.5064501458911,3.0586
14354,46.29373783065576,38.84053309857677,3.2889
14376,46.36119693034451,25.255198725187704,5.4449
14382,46.38510728992413,56.70554803737487,4.9311
14417,46.53313283851605,79.41851013017363,5.5816
14439,46.59869850749756,13.187402797323182,5.8111
14456,46.63953383408053,-6.088542215090614,5.2905
14502,46.82923675094947,64.05760178043657,5.8888
14521,46.88291791162041,-78.98942317185659,5.7475
14576,47.042208933461886,40.95565070505805,2.0969
14632,47.262013895512254,49.613500169698256,4.1758
14668,47.37345500599484,44.85788919227624,3.9564
14677,47.403031683255605,29.077112305320416,5.7816
14764,47.66156383097753,11.87269223633417,5.9569
14817,47.82250622031698,39.611570596780794,4.7813
14838,47.90695680740911,19.726697819714225,4.5117
14844,47.92855151222308,81.47071196309841,5.9698
14862,47.984327452429646,74.3938686420537,4.864
14879,48.01783346851983,-28.989106343222158,3.9821
14893,48.05932736425168,27.257013102622633,5.7499
14915,48.109874640588906,6.660885954163662,5.6781
14930,48.138083008691225,-57.32158180221977,5.7328
14954,48.19301528573319,-1.195932622807368,5.1852
15110,48.72547793078317,21.044628598317523,4.8803
15154,48.83519831722669,30.556674890459735,5.62
15192,48.94988613889201,57.140625229332954,5.9277
15197,48.9584448735737,-8.819840389663057,4.8647
15201,48.988991390764696,-77.3886048581731,5.612
15219,49.05085289905984,50.937711081398206,5.2076
15305,49.360841899348344,-47.75173752159789,5.9976
15330,49.435288345399435,-62.576899089499044,5.6405
15334,49.4405722252115,39.283413998622855,5.997
15338,49.447215493229116,44.025081687136954,5.4716
15371,49.54640432525161,-62.507935437017736,5.3533
15382,49.59206992096023,-22.511148807656408,5.0241
15383,49.5928280701739,-0.9301413175450945,5.5554
15404,49.65717014767686,50.22223545490933,5.143
15411,49.67113506001196,-18.559640006598162,5.8156
15416,49.682599561610814,34.22267360255878,4.9927
15444,49.78174375449148,50.09502768036117,5.0299
15457,49.83974565292086,3.3699707853284235,4.9768
15474,49.87904019286032,-21.757942500881992,3.7303
15479,49.89542985685485,-24.122846610111587,5.7006
15510,49.97176989404138,-43.07154907539717,4.395
15520,49.996903140361454,65.6523271119576,4.6984
15547,50.081584583608404,77.73490163244041,5.5101
15549,50.08485939837099,29.04849808256392,4.5975
15619,50.278210967775095,3.675681710295911,5.85
15627,50.30671246681498,21.147140488148946,5.2753
15643,50.35010647967155,-23.635089489770394,5.6537
15648,50.36086271949195,43.32965168238967,4.9814
15696,50.54954369164876,27.607576470136735,5.7153
15737,50.68863434157777,20.74210520945169,5.2483
15770,50.804902077174425,49.21333017357751,5.301
15861,51.07693647381189,24.72418778330325,5.6727
15863,51.08061917149925,49.8612430465829,1.8972
15876,51.12366322746414,33.5360176729509,5.7849
15890,51.16900556611433,64.58599576051009,5.1901
15900,51.20348981023688,9.029064379682557,3.77
16083,51.792169911040766,9.732772306766558,3.7082
16112,51.889023728053715,-35.68133908191801,5.8699
16142,52.00395006631957,-11.286486980889725,5.9077
16147,52.01270900391403,49.06293153693055,4.962
16168,52.08616681701921,33.80769728266246,5.7403
16210,52.21794554572452,49.84844593109625,5.5651
16228,52.26722736455711,59.940334679235576,4.3087
16244,52.34179269935069,49.50901930467429,4.6446
16245,52.34244324136086,-62.938434266474374,4.8043
16263,52.400093962498445,-12.674748712727054,5.6327
16281,52.47810893866665,58.87875252338569,4.671
16285,52.479978459845114,-42.63425272622529,5.822
16290,52.49552385906936,-78.35178502494054,5.8435
16292,52.50096007689998,55.45183685508666,5.114
16322,52.60198290671764,11.336480997720814,5.132
16335,52.643676438134044,47.99517197358711,4.4945
16340,52.65388427140083,48.10365482848893,5.8208
16341,52.65437456857485,-5.075163193350741,4.71
16368,52.71534386699142,-66.48971822216214,5.7993
16369,52.71819579879415,12.936681473825063,4.3077
16470,53.03575434504935,48.023533837082745,5.4409
16489,53.08214714452113,84.91136334915534,5.7765
16499,53.109600371438205,46.057043064021926,5.3971
16509,53.14465222193007,-50.378848489205104,5.835
16511,53.14970741709735,9.373557568754455,5.7437
16518,53.166757265981744,35.46172046293136,5.8846
16537,53.23509021798133,-9.45830603660428,3.8652
16591,53.39592610019624,39.89959024661225,5.8387
16611,53.44686636255557,-21.63281573196406,4.2359
16664,53.610931990672896,24.464475525869847,5.9961
16780,53.99021702771882,-11.193977942944302,5.7329
16803,54.0724679897284,-17.46704075186098,5.208
16826,54.12233370985001,48.19270056001633,4.2925
16846,54.19711967923135,0.588154950607185,5.9609
16852,54.218828820905735,0.4028332529215435,4.4104
16870,54.27365866455308,-40.274510594307266,4.7322
17103,54.963098630464984,3.056843047753682,5.714
17167,55.15972138780882,-5.210697522893261,5.4825
17203,55.28267189113352,37.580264133573976,5.5312
17296,55.53894605229188,63.21675888026569,5.0956
17304,55.56207989936048,-31.938395776214897,4.9335
17309,55.57893699378343,19.700286178502502,5.6842
17313,55.59434852714842,33.96503917656942,4.9631
17342,55.67805937989041,59.969384596288236,5.8393
17351,55.70884174369862,-37.31334482911169,4.7559
17358,55.73117519737532,47.78765316899128,2.9703
17378,55.81231675266535,-9.765198692753804,3.6796
17395,55.89099312266436,-10.485612080980271,5.6598
17440,56.04814574569327,-64.80709420343085,4.0019
